sale_id,date_id,product_id,cc_id,channel,units_sold,revenue,discount_pct,cost_of_goods,gross_margin
3277,2025-08-13,4,2,OEM,33,1949.32,0.102,1387.98,561.34
3278,2025-08-13,5,12,Direct,112,38682.23,0.017,20345.92,18336.31
3279,2025-08-14,4,7,OEM,101,6172.07,0.071,4248.06,1924.01
3280,2025-08-14,1,7,Distributor,125,16890.36,0.016,7941.25,8949.11
3281,2025-08-14,5,7,Direct,35,11264.28,0.084,6358.1,4906.18
3282,2025-08-14,2,2,Distributor,36,6897.29,0.066,4549.68,2347.61
3283,2025-08-14,5,2,Direct,129,43057.94,0.05,23434.14,19623.8
3284,2025-08-14,4,7,OEM,82,5140.44,0.047,3448.92,1691.52
3285,2025-08-14,4,2,OEM,178,10713.59,0.085,7486.68,3226.91
3286,2025-08-14,2,2,Distributor,131,23109.95,0.14,16555.78,6554.17
3287,2025-08-15,3,12,OEM,113,50531.73,0.071,27798.0,22733.73
3288,2025-08-15,3,12,OEM,182,80598.92,0.08,44772.0,35826.92
3289,2025-08-15,1,12,Distributor,135,17555.68,0.053,8576.55,8979.13
3290,2025-08-15,2,7,Distributor,61,11724.62,0.063,7709.18,4015.44
3291,2025-08-16,1,2,Distributor,130,16191.4,0.093,8258.9,7932.5
3292,2025-08-16,5,2,Direct,30,10382.39,0.015,5449.8,4932.59
3293,2025-08-16,4,2,OEM,85,4769.38,0.147,3575.1,1194.28
3294,2025-08-16,3,7,OEM,64,29051.04,0.057,15744.0,13307.04
3295,2025-08-17,3,7,OEM,185,75961.01,0.147,45510.0,30451.01
3296,2025-08-17,3,7,OEM,17,7323.89,0.105,4182.0,3141.89
3297,2025-08-17,2,2,Distributor,111,19741.1,0.133,14028.18,5712.92
3298,2025-08-17,1,2,Distributor,103,13931.8,0.015,6543.59,7388.21
3299,2025-08-18,4,7,OEM,22,1434.14,0.009,925.32,508.82
3300,2025-08-18,2,7,Distributor,51,10168.7,0.028,6445.38,3723.32
3301,2025-08-18,2,2,Distributor,158,32345.72,0.002,19968.04,12377.68
3302,2025-08-18,2,12,Distributor,124,25436.12,0.0,15671.12,9765.0
3303,2025-08-19,2,12,Distributor,65,11426.77,0.143,8214.7,3212.07
3304,2025-08-19,5,12,Direct,82,26448.22,0.082,14896.12,11552.1
3305,2025-08-19,2,7,Distributor,55,10605.22,0.06,6950.9,3654.32
3306,2025-08-20,1,12,Distributor,17,2294.75,0.017,1080.01,1214.74
3307,2025-08-20,4,2,OEM,44,2717.77,0.061,1850.64,867.13
3308,2025-08-20,1,12,Distributor,196,24680.8,0.083,12451.88,12228.92
3309,2025-08-21,5,7,Direct,181,56853.35,0.106,32880.46,23972.89
3310,2025-08-21,5,12,Direct,146,48475.76,0.055,26522.36,21953.4
3311,2025-08-21,5,7,Direct,120,37355.53,0.114,21799.2,15556.33
3312,2025-08-21,4,7,OEM,81,4869.96,0.086,3406.86,1463.1
3313,2025-08-21,3,2,OEM,60,27697.45,0.041,14760.0,12937.45
3314,2025-08-21,5,12,Direct,92,28477.62,0.119,16712.72,11764.9
3315,2025-08-21,5,2,Direct,122,37720.94,0.12,22162.52,15558.42
3316,2025-08-21,2,2,Distributor,58,11076.61,0.069,7330.04,3746.57
3317,2025-08-22,5,2,Direct,47,14812.56,0.103,8538.02,6274.54
3318,2025-08-22,5,12,Direct,197,65062.99,0.06,35787.02,29275.97
3319,2025-08-22,1,12,Distributor,152,18576.65,0.11,9656.56,8920.09
3320,2025-08-22,3,7,OEM,35,14977.52,0.111,8610.0,6367.52
3321,2025-08-22,1,7,Distributor,190,23012.09,0.118,12070.7,10941.39
3322,2025-08-22,1,12,Distributor,185,23346.46,0.081,11753.05,11593.41
3323,2025-08-23,3,12,OEM,122,57257.77,0.025,30012.0,27245.77
3324,2025-08-23,4,12,OEM,113,6920.25,0.069,4752.78,2167.47
3325,2025-08-23,4,7,OEM,89,5485.59,0.063,3743.34,1742.25
3326,2025-08-23,5,12,Direct,149,49105.38,0.062,27067.34,22038.04
3327,2025-08-24,2,12,Distributor,172,34188.61,0.031,21737.36,12451.25
3328,2025-08-24,4,2,OEM,197,12466.23,0.038,8285.82,4180.41
3329,2025-08-24,2,7,Distributor,200,34995.18,0.147,25276.0,9719.18
3330,2025-08-25,3,2,OEM,64,29913.64,0.029,15744.0,14169.64
3331,2025-08-25,5,12,Direct,160,52393.31,0.068,29065.6,23327.71
3332,2025-08-25,1,7,Distributor,77,9992.09,0.055,4891.81,5100.28
3333,2025-08-25,2,2,Distributor,91,17285.48,0.074,11500.58,5784.9
3334,2025-08-25,1,7,Distributor,122,16384.47,0.022,7750.66,8633.81
3335,2025-08-25,4,7,OEM,162,10496.51,0.015,6813.72,3682.79
3336,2025-08-25,3,7,OEM,51,23886.53,0.027,12546.0,11340.53
3337,2025-08-26,3,12,OEM,112,47119.37,0.126,27552.0,19567.37
3338,2025-08-26,1,7,Distributor,160,20037.73,0.088,10164.8,9872.93
3339,2025-08-26,1,12,Distributor,61,7756.66,0.074,3875.33,3881.33
3340,2025-08-27,2,12,Distributor,19,3480.44,0.107,2401.22,1079.22
3341,2025-08-27,5,2,Direct,198,68732.49,0.012,35968.68,32763.81
3342,2025-08-27,1,2,Distributor,103,12432.54,0.121,6543.59,5888.95
3343,2025-08-27,3,2,OEM,32,14279.06,0.073,7872.0,6407.06
3344,2025-08-28,3,12,OEM,141,59862.89,0.118,34686.0,25176.89
3345,2025-08-28,3,2,OEM,51,23960.18,0.024,12546.0,11414.18
3346,2025-08-28,5,12,Direct,22,6608.89,0.145,3996.52,2612.37
3347,2025-08-28,1,12,Distributor,141,17367.82,0.103,8957.73,8410.09
3348,2025-08-28,1,2,Distributor,39,4702.11,0.122,2477.67,2224.44
3349,2025-08-28,2,2,Distributor,131,25797.15,0.04,16555.78,9241.37
3350,2025-08-28,2,12,Distributor,78,14960.13,0.065,9857.64,5102.49
3351,2025-08-28,5,12,Direct,36,11687.31,0.076,6539.76,5147.55
3352,2025-08-29,5,7,Direct,37,11348.96,0.127,6721.42,4627.54
3353,2025-08-29,3,7,OEM,60,26946.53,0.067,14760.0,12186.53
3354,2025-08-29,5,12,Direct,123,38332.64,0.113,22344.18,15988.46
3355,2025-08-29,2,12,Distributor,146,29859.13,0.003,18451.48,11407.65
3356,2025-08-29,3,2,OEM,146,59736.78,0.15,35916.0,23820.78
3357,2025-08-29,1,12,Distributor,190,23038.18,0.117,12070.7,10967.48
3358,2025-08-29,4,7,OEM,106,6407.89,0.081,4458.36,1949.53
3359,2025-08-29,3,2,OEM,144,62869.47,0.093,35424.0,27445.47
3360,2025-08-30,3,7,OEM,48,19662.59,0.149,11808.0,7854.59
3361,2025-08-30,2,2,Distributor,137,25854.59,0.08,17314.06,8540.53
3362,2025-08-30,4,7,OEM,113,6355.33,0.145,4752.78,1602.55
3363,2025-08-30,2,12,Distributor,164,31050.94,0.077,20726.32,10324.62
3364,2025-08-31,5,2,Direct,21,7142.24,0.032,3814.86,3327.38
3365,2025-08-31,3,7,OEM,24,10050.8,0.13,5904.0,4146.8
3366,2025-08-31,4,2,OEM,150,8406.68,0.148,6309.0,2097.68
3367,2025-08-31,1,7,Distributor,152,18764.5,0.101,9656.56,9107.94
3368,2025-08-31,1,7,Distributor,79,9861.09,0.091,5018.87,4842.22
3369,2025-08-31,2,12,Distributor,123,23187.28,0.081,15544.74,7642.54
3370,2025-09-01,3,2,OEM,125,54754.7,0.09,30750.0,24004.7
3371,2025-09-01,1,12,Distributor,12,1516.01,0.08,762.36,753.65
3372,2025-09-01,5,12,Direct,70,21839.92,0.112,12716.2,9123.72
3373,2025-09-01,3,7,OEM,52,21551.45,0.139,12792.0,8759.45
3374,2025-09-01,1,12,Distributor,112,13318.94,0.134,7115.36,6203.58
3375,2025-09-01,2,12,Distributor,30,5532.36,0.101,3791.4,1740.96
3376,2025-09-01,2,2,Distributor,11,2202.28,0.024,1390.18,812.1
3377,2025-09-02,5,7,Direct,137,46979.71,0.024,24887.42,22092.29
3378,2025-09-02,2,7,Distributor,159,32126.43,0.015,20094.42,12032.01
3379,2025-09-02,3,12,OEM,71,29255.14,0.144,17466.0,11789.14
3380,2025-09-03,5,7,Direct,51,15858.18,0.115,9264.66,6593.52
3381,2025-09-03,4,2,OEM,25,1488.27,0.095,1051.5,436.77
3382,2025-09-03,5,12,Direct,44,13356.92,0.136,7993.04,5363.88
3383,2025-09-03,1,7,Distributor,89,10510.47,0.14,5654.17,4856.3
3384,2025-09-03,2,2,Distributor,175,31733.61,0.116,22116.5,9617.11
3385,2025-09-03,5,2,Direct,85,26191.39,0.123,15441.1,10750.29
3386,2025-09-04,2,12,Distributor,125,24846.37,0.031,15797.5,9048.87
3387,2025-09-04,1,2,Distributor,173,20739.3,0.127,10990.69,9748.61
3388,2025-09-04,2,7,Distributor,123,24171.29,0.042,15544.74,8626.55
3389,2025-09-04,4,7,OEM,58,3353.6,0.121,2439.48,914.12
3390,2025-09-04,4,7,OEM,45,2646.33,0.106,1892.7,753.63
3391,2025-09-04,3,12,OEM,67,29477.52,0.086,16482.0,12995.52
3392,2025-09-04,3,2,OEM,73,31625.35,0.1,17958.0,13667.35
3393,2025-09-05,1,7,Distributor,121,16549.26,0.004,7687.13,8862.13
3394,2025-09-05,2,12,Distributor,143,25490.89,0.131,18072.34,7418.55
3395,2025-09-05,2,2,Distributor,86,16088.76,0.088,10868.68,5220.08
3396,2025-09-05,5,7,Direct,97,32479.15,0.047,17621.02,14858.13
3397,2025-09-05,3,12,OEM,21,9906.39,0.02,5166.0,4740.39
3398,2025-09-05,2,12,Distributor,107,19249.19,0.123,13522.66,5726.53
3399,2025-09-05,5,12,Direct,44,13619.73,0.119,7993.04,5626.69
3400,2025-09-06,2,7,Distributor,79,15816.34,0.024,9984.02,5832.32
3401,2025-09-06,1,2,Distributor,26,3388.23,0.051,1651.78,1736.45
3402,2025-09-06,4,12,OEM,13,844.02,0.013,546.78,297.24
3403,2025-09-07,4,2,OEM,108,6336.98,0.108,4542.48,1794.5
3404,2025-09-07,3,12,OEM,183,86503.28,0.018,45018.0,41485.28
3405,2025-09-07,1,12,Distributor,144,18963.34,0.041,9148.32,9815.02
3406,2025-09-07,1,2,Distributor,38,4821.58,0.076,2414.14,2407.44
3407,2025-09-07,1,12,Distributor,77,9029.89,0.146,4891.81,4138.08
3408,2025-09-08,4,7,OEM,144,9358.65,0.012,6056.64,3302.01
3409,2025-09-08,5,7,Direct,113,36486.64,0.081,20527.58,15959.06
3410,2025-09-08,3,12,OEM,42,19206.26,0.05,10332.0,8874.26
3411,2025-09-08,4,12,OEM,59,3360.96,0.134,2481.54,879.42
3412,2025-09-09,1,12,Distributor,80,9414.66,0.143,5082.4,4332.26
3413,2025-09-09,3,7,OEM,178,82254.8,0.04,43788.0,38466.8
3414,2025-09-09,2,2,Distributor,50,9784.7,0.046,6319.0,3465.7
3415,2025-09-10,3,7,OEM,70,33257.16,0.013,17220.0,16037.16
3416,2025-09-10,5,2,Direct,58,17932.9,0.12,10536.28,7396.62
3417,2025-09-10,3,7,OEM,189,86792.1,0.046,46494.0,40298.1
3418,2025-09-10,2,7,Distributor,41,7905.71,0.06,5181.58,2724.13
3419,2025-09-10,5,2,Direct,41,13267.33,0.079,7448.06,5819.27
3420,2025-09-11,5,12,Direct,56,16960.37,0.138,10172.96,6787.41
3421,2025-09-11,3,12,OEM,154,66864.75,0.098,37884.0,28980.75
3422,2025-09-11,3,2,OEM,20,8529.7,0.114,4920.0,3609.7
3423,2025-09-11,4,7,OEM,21,1356.52,0.018,883.26,473.26
3424,2025-09-11,4,7,OEM,41,2349.07,0.129,1724.46,624.61
3425,2025-09-11,3,12,OEM,125,54694.53,0.091,30750.0,23944.53
3426,2025-09-11,4,2,OEM,187,10947.77,0.11,7865.22,3082.55
3427,2025-09-11,5,12,Direct,127,38954.53,0.127,23070.82,15883.71
3428,2025-09-12,2,7,Distributor,162,31436.58,0.054,20473.56,10963.02
3429,2025-09-12,1,12,Distributor,75,9207.31,0.106,4764.75,4442.56
3430,2025-09-12,5,2,Direct,102,34296.68,0.043,18529.32,15767.36
3431,2025-09-12,4,12,OEM,108,7061.61,0.006,4542.48,2519.13
3432,2025-09-12,4,7,OEM,6,361.13,0.085,252.36,108.77
3433,2025-09-12,4,7,OEM,51,3277.62,0.023,2145.06,1132.56
3434,2025-09-13,4,2,OEM,151,8840.17,0.11,6351.06,2489.11
3435,2025-09-13,4,12,OEM,33,2062.2,0.05,1387.98,674.22
3436,2025-09-13,3,2,OEM,11,4813.12,0.091,2706.0,2107.12
3437,2025-09-13,1,7,Distributor,196,23927.19,0.111,12451.88,11475.31
3438,2025-09-13,5,12,Direct,187,56766.92,0.136,33970.42,22796.5
3439,2025-09-14,1,2,Distributor,161,21423.16,0.031,10228.33,11194.83
3440,2025-09-14,1,12,Distributor,114,15372.7,0.018,7242.42,8130.28
3441,2025-09-14,5,7,Direct,31,10837.39,0.005,5631.46,5205.93
3442,2025-09-14,3,12,OEM,96,44084.87,0.046,23616.0,20468.87
3443,2025-09-14,1,7,Distributor,149,19887.78,0.028,9465.97,10421.81
3444,2025-09-14,2,12,Distributor,138,28024.86,0.01,17440.44,10584.42
3445,2025-09-15,5,12,Direct,179,55533.33,0.117,32517.14,23016.19
3446,2025-09-15,3,2,OEM,192,91034.8,0.015,47232.0,43802.8
3447,2025-09-15,1,12,Distributor,10,1352.6,0.015,635.3,717.3
3448,2025-09-15,3,12,OEM,58,25713.29,0.079,14268.0,11445.29
3449,2025-09-16,4,2,OEM,44,2593.31,0.104,1850.64,742.67
3450,2025-09-16,1,2,Distributor,40,5113.8,0.069,2541.2,2572.6
3451,2025-09-16,3,12,OEM,177,78555.06,0.078,43542.0,35013.06
3452,2025-09-16,1,7,Distributor,60,7324.65,0.111,3811.8,3512.85
3453,2025-09-17,3,7,OEM,186,86578.37,0.033,45756.0,40822.37
3454,2025-09-17,4,7,OEM,122,7607.85,0.052,5131.32,2476.53
3455,2025-09-17,3,12,OEM,56,25662.26,0.048,13776.0,11886.26
3456,2025-09-18,1,7,Distributor,71,9671.72,0.008,4510.63,5161.09
3457,2025-09-18,1,7,Distributor,10,1330.63,0.031,635.3,695.33
3458,2025-09-18,2,12,Distributor,69,12328.11,0.129,8720.22,3607.89
3459,2025-09-18,2,2,Distributor,138,25052.53,0.115,17440.44,7612.09
3460,2025-09-18,3,2,OEM,197,86577.89,0.087,48462.0,38115.89
3461,2025-09-18,5,7,Direct,110,37411.75,0.032,19982.6,17429.15
3462,2025-09-19,5,2,Direct,122,41064.38,0.042,22162.52,18901.86
3463,2025-09-19,3,2,OEM,93,40513.66,0.095,22878.0,17635.66
3464,2025-09-19,5,12,Direct,107,33835.01,0.1,19437.62,14397.39
3465,2025-09-19,4,2,OEM,25,1529.38,0.07,1051.5,477.88
3466,2025-09-19,5,12,Direct,143,44716.31,0.11,25977.38,18738.93
3467,2025-09-19,3,2,OEM,80,35967.22,0.066,19680.0,16287.22
3468,2025-09-20,1,2,Distributor,50,6289.26,0.084,3176.5,3112.76
3469,2025-09-20,4,7,OEM,92,5180.31,0.144,3869.52,1310.79
3470,2025-09-20,4,2,OEM,110,6787.18,0.062,4626.6,2160.58
3471,2025-09-20,1,12,Distributor,158,19418.42,0.105,10037.74,9380.68
3472,2025-09-21,4,2,OEM,105,6893.09,0.002,4416.3,2476.79
3473,2025-09-21,1,7,Distributor,139,18724.82,0.019,8830.67,9894.15
3474,2025-09-21,1,2,Distributor,61,7899.06,0.057,3875.33,4023.73
3475,2025-09-22,5,12,Direct,28,9050.78,0.08,5086.48,3964.3
3476,2025-09-22,2,12,Distributor,125,22487.38,0.123,15797.5,6689.88
3477,2025-09-22,4,7,OEM,117,7011.29,0.089,4921.02,2090.27
3478,2025-09-22,4,2,OEM,54,3164.94,0.109,2271.24,893.7
3479,2025-09-22,1,12,Distributor,160,21685.57,0.013,10164.8,11520.77
3480,2025-09-22,3,2,OEM,25,11432.3,0.05,6150.0,5282.3
3481,2025-09-22,3,7,OEM,72,32682.42,0.057,17712.0,14970.42
3482,2025-09-23,5,2,Direct,65,21033.57,0.079,11807.9,9225.67
3483,2025-09-23,3,2,OEM,51,22560.86,0.081,12546.0,10014.86
3484,2025-09-23,2,2,Distributor,133,25727.2,0.057,16808.54,8918.66
3485,2025-09-24,1,7,Distributor,30,3777.67,0.083,1905.9,1871.77
3486,2025-09-24,5,12,Direct,72,21654.4,0.144,13079.52,8574.88
3487,2025-09-24,4,12,OEM,90,5221.62,0.118,3785.4,1436.22
3488,2025-09-24,1,12,Distributor,77,10404.46,0.016,4891.81,5512.65
3489,2025-09-24,3,12,OEM,62,26024.25,0.128,15252.0,10772.25
3490,2025-09-25,1,7,Distributor,198,25965.84,0.045,12578.94,13386.9
3491,2025-09-25,5,2,Direct,157,53562.25,0.029,28520.62,25041.63
3492,2025-09-25,2,7,Distributor,84,16696.76,0.031,10615.92,6080.84
3493,2025-09-25,1,12,Distributor,57,7482.84,0.044,3621.21,3861.63
3494,2025-09-25,1,2,Distributor,198,27080.6,0.004,12578.94,14501.66
3495,2025-09-25,2,2,Distributor,20,3630.8,0.115,2527.6,1103.2
3496,2025-09-25,1,12,Distributor,143,17260.71,0.121,9084.79,8175.92
3497,2025-09-25,3,7,OEM,39,17834.39,0.05,9594.0,8240.39
3498,2025-09-26,5,7,Direct,72,22388.02,0.115,13079.52,9308.5
3499,2025-09-26,3,7,OEM,56,26578.77,0.014,13776.0,12802.77
3500,2025-09-26,1,7,Distributor,94,11720.54,0.092,5971.82,5748.72
3501,2025-09-26,5,12,Direct,26,8449.97,0.075,4723.16,3726.81
3502,2025-09-26,5,7,Direct,68,20833.65,0.128,12352.88,8480.77
3503,2025-09-26,3,7,OEM,190,87434.23,0.044,46740.0,40694.23
3504,2025-09-26,3,12,OEM,11,4638.38,0.124,2706.0,1932.38
3505,2025-09-27,2,7,Distributor,167,32852.18,0.041,21105.46,11746.72
3506,2025-09-27,5,7,Direct,150,52122.77,0.011,27249.0,24873.77
3507,2025-09-27,5,7,Direct,7,2220.88,0.097,1271.62,949.26
3508,2025-09-27,5,7,Direct,30,10424.55,0.011,5449.8,4974.75
3509,2025-09-27,3,7,OEM,172,73521.0,0.112,42312.0,31209.0
3510,2025-09-27,4,7,OEM,12,749.89,0.05,504.72,245.17
3511,2025-09-28,3,7,OEM,38,17303.93,0.054,9348.0,7955.93
3512,2025-09-28,1,12,Distributor,66,8002.73,0.117,4192.98,3809.75
3513,2025-09-28,1,2,Distributor,194,23310.07,0.125,12324.82,10985.25
3514,2025-09-28,2,12,Distributor,188,35864.93,0.07,23759.44,12105.49
3515,2025-09-29,5,12,Direct,79,24564.64,0.115,14351.14,10213.5
3516,2025-09-29,3,7,OEM,139,65437.04,0.022,34194.0,31243.04
3517,2025-09-29,3,2,OEM,42,17892.15,0.115,10332.0,7560.15
3518,2025-09-29,2,2,Distributor,194,36014.67,0.095,24517.72,11496.95
3519,2025-09-30,1,2,Distributor,123,15066.2,0.108,7814.19,7252.01
3520,2025-09-30,1,12,Distributor,193,24197.02,0.087,12261.29,11935.73
3521,2025-09-30,5,12,Direct,65,21353.3,0.065,11807.9,9545.4
3522,2025-09-30,3,12,OEM,182,83840.4,0.043,44772.0,39068.4
3523,2025-09-30,1,7,Distributor,58,7590.23,0.047,3684.74,3905.49
3524,2025-09-30,4,7,OEM,154,9562.83,0.056,6477.24,3085.59
3525,2025-09-30,4,2,OEM,93,6044.13,0.012,3911.58,2132.55
3526,2025-09-30,5,2,Direct,22,7683.32,0.006,3996.52,3686.8
3527,2025-10-01,5,7,Direct,147,48239.65,0.066,26704.02,21535.63
3528,2025-10-01,5,2,Direct,11,3331.5,0.138,1998.26,1333.24
3529,2025-10-01,3,12,OEM,59,26355.42,0.072,14514.0,11841.42
3530,2025-10-01,4,7,OEM,145,8383.99,0.121,6098.7,2285.29
3531,2025-10-02,2,2,Distributor,76,14467.41,0.072,9604.88,4862.53
3532,2025-10-02,1,7,Distributor,61,7254.07,0.134,3875.33,3378.74
3533,2025-10-02,4,7,OEM,142,8752.29,0.063,5972.52,2779.77
3534,2025-10-03,5,12,Direct,146,49912.08,0.027,26522.36,23389.72
3535,2025-10-03,2,7,Distributor,34,6548.98,0.061,4296.92,2252.06
3536,2025-10-03,1,12,Distributor,46,5975.62,0.054,2922.38,3053.24
3537,2025-10-04,4,2,OEM,83,5050.26,0.075,3490.98,1559.28
3538,2025-10-04,5,12,Direct,28,9247.53,0.06,5086.48,4161.05
3539,2025-10-04,5,7,Direct,46,15677.24,0.03,8356.36,7320.88
3540,2025-10-04,4,2,OEM,135,8587.25,0.033,5678.1,2909.15
3541,2025-10-04,2,7,Distributor,52,9824.09,0.079,6571.76,3252.33
3542,2025-10-04,5,12,Direct,125,41195.79,0.062,22707.5,18488.29
3543,2025-10-05,4,7,OEM,158,9696.89,0.067,6645.48,3051.41
3544,2025-10-05,1,7,Distributor,99,13241.22,0.026,6289.47,6951.75
3545,2025-10-05,4,12,OEM,116,7508.39,0.016,4878.96,2629.43
3546,2025-10-06,2,2,Distributor,188,38525.88,0.001,23759.44,14766.44
3547,2025-10-06,5,2,Direct,28,9759.1,0.008,5086.48,4672.62
3548,2025-10-06,4,2,OEM,84,5111.11,0.075,3533.04,1578.07
3549,2025-10-06,1,2,Distributor,125,16135.1,0.06,7941.25,8193.85
3550,2025-10-06,5,7,Direct,85,26878.28,0.1,15441.1,11437.18
3551,2025-10-07,4,12,OEM,56,3676.31,0.002,2355.36,1320.95
3552,2025-10-07,4,7,OEM,15,981.77,0.005,630.9,350.87
3553,2025-10-07,3,2,OEM,32,15203.27,0.013,7872.0,7331.27
3554,2025-10-07,3,7,OEM,139,57407.96,0.142,34194.0,23213.96
3555,2025-10-07,4,12,OEM,191,11395.53,0.093,8033.46,3362.07
3556,2025-10-07,5,2,Direct,37,11855.95,0.088,6721.42,5134.53
3557,2025-10-08,1,7,Distributor,9,1156.78,0.064,571.77,585.01
3558,2025-10-08,2,12,Distributor,180,35815.7,0.03,22748.4,13067.3
3559,2025-10-08,1,7,Distributor,186,24954.07,0.023,11816.58,13137.49
3560,2025-10-08,1,12,Distributor,65,7702.97,0.137,4129.45,3573.52
3561,2025-10-08,1,2,Distributor,137,17176.12,0.087,8703.61,8472.51
3562,2025-10-08,4,2,OEM,32,2054.44,0.024,1345.92,708.52
3563,2025-10-08,3,2,OEM,19,8523.92,0.068,4674.0,3849.92
3564,2025-10-08,3,7,OEM,15,6765.51,0.063,3690.0,3075.51
3565,2025-10-09,1,2,Distributor,44,5746.02,0.049,2795.32,2950.7
3566,2025-10-09,3,2,OEM,36,14972.22,0.136,8856.0,6116.22
3567,2025-10-09,4,2,OEM,111,7067.93,0.032,4668.66,2399.27
3568,2025-10-09,4,12,OEM,49,2888.01,0.104,2060.94,827.07
3569,2025-10-10,1,7,Distributor,98,12165.45,0.096,6225.94,5939.51
3570,2025-10-10,3,2,OEM,191,83297.42,0.094,46986.0,36311.42
3571,2025-10-10,3,12,OEM,131,61103.36,0.031,32226.0,28877.36
3572,2025-10-10,4,2,OEM,113,7269.61,0.022,4752.78,2516.83
3573,2025-10-11,2,7,Distributor,29,5770.31,0.03,3665.02,2105.29
3574,2025-10-11,5,7,Direct,126,38382.18,0.133,22889.16,15493.02
3575,2025-10-11,2,7,Distributor,51,9425.93,0.099,6445.38,2980.55
3576,2025-10-12,1,12,Distributor,146,18705.46,0.067,9275.38,9430.08
3577,2025-10-12,1,12,Distributor,78,10111.15,0.056,4955.34,5155.81
3578,2025-10-12,2,7,Distributor,184,32686.23,0.134,23253.92,9432.31
3579,2025-10-12,3,2,OEM,63,26777.58,0.117,15498.0,11279.58
3580,2025-10-13,4,2,OEM,54,3154.28,0.112,2271.24,883.04
3581,2025-10-13,4,7,OEM,185,10441.26,0.142,7781.1,2660.16
3582,2025-10-13,5,12,Direct,81,24389.66,0.143,14714.46,9675.2
3583,2025-10-13,5,2,Direct,58,19705.82,0.033,10536.28,9169.54
3584,2025-10-13,4,12,OEM,109,6775.67,0.055,4584.54,2191.13
3585,2025-10-13,2,12,Distributor,49,9056.28,0.099,6192.62,2863.66
3586,2025-10-14,2,7,Distributor,19,3893.57,0.001,2401.22,1492.35
3587,2025-10-14,1,12,Distributor,106,13537.01,0.07,6734.18,6802.83
3588,2025-10-14,3,2,OEM,110,48025.29,0.093,27060.0,20965.29
3589,2025-10-14,3,12,OEM,193,83519.33,0.101,47478.0,36041.33
3590,2025-10-14,5,12,Direct,52,17411.5,0.047,9446.32,7965.18
3591,2025-10-15,1,12,Distributor,32,3941.63,0.103,2032.96,1908.67
3592,2025-10-15,1,7,Distributor,142,16945.01,0.131,9021.26,7923.75
3593,2025-10-15,5,12,Direct,36,12433.57,0.017,6539.76,5893.81
3594,2025-10-15,3,12,OEM,68,32503.35,0.007,16728.0,15775.35
3595,2025-10-15,4,12,OEM,64,3767.88,0.105,2691.84,1076.04
3596,2025-10-16,4,2,OEM,157,9532.25,0.077,6603.42,2928.83
3597,2025-10-16,3,12,OEM,121,54050.95,0.072,29766.0,24284.95
3598,2025-10-16,3,12,OEM,190,88531.73,0.032,46740.0,41791.73
3599,2025-10-17,4,7,OEM,181,10417.91,0.125,7612.86,2805.05
3600,2025-10-17,5,12,Direct,84,26591.57,0.099,15259.44,11332.13
3601,2025-10-17,3,12,OEM,52,22302.37,0.109,12792.0,9510.37
3602,2025-10-17,1,2,Distributor,146,18645.31,0.07,9275.38,9369.93
3603,2025-10-17,3,12,OEM,51,23174.6,0.056,12546.0,10628.6
3604,2025-10-17,1,12,Distributor,88,11105.34,0.081,5590.64,5514.7
3605,2025-10-17,1,12,Distributor,158,18854.31,0.131,10037.74,8816.57
3606,2025-10-17,5,7,Direct,38,11989.47,0.102,6903.08,5086.39
3607,2025-10-18,3,12,OEM,150,70904.33,0.018,36900.0,34004.33
3608,2025-10-18,1,12,Distributor,46,5628.2,0.109,2922.38,2705.82
3609,2025-10-18,4,7,OEM,25,1626.41,0.011,1051.5,574.91
3610,2025-10-18,5,2,Direct,11,3683.2,0.047,1998.26,1684.94
3611,2025-10-19,1,7,Distributor,188,22253.53,0.138,11943.64,10309.89
3612,2025-10-19,4,12,OEM,200,13103.38,0.004,8412.0,4691.38
3613,2025-10-19,2,12,Distributor,182,37221.66,0.003,23001.16,14220.5
3614,2025-10-19,3,7,OEM,189,87519.91,0.038,46494.0,41025.91
3615,2025-10-20,4,12,OEM,164,9547.31,0.115,6897.84,2649.47
3616,2025-10-20,3,7,OEM,106,48728.07,0.045,26076.0,22652.07
3617,2025-10-20,2,12,Distributor,10,1788.73,0.128,1263.8,524.93
3618,2025-10-20,4,12,OEM,49,3010.49,0.066,2060.94,949.55
3619,2025-10-20,4,2,OEM,153,9390.03,0.067,6435.18,2954.85
3620,2025-10-20,3,12,OEM,154,68124.96,0.081,37884.0,30240.96
3621,2025-10-21,2,12,Distributor,169,34354.97,0.009,21358.22,12996.75
3622,2025-10-21,5,12,Direct,78,25569.14,0.067,14169.48,11399.66
3623,2025-10-21,1,12,Distributor,180,23630.03,0.044,11435.4,12194.63
3624,2025-10-21,1,7,Distributor,142,17607.99,0.097,9021.26,8586.73
3625,2025-10-22,2,7,Distributor,84,15507.83,0.1,10615.92,4891.91
3626,2025-10-22,3,12,OEM,34,15940.72,0.026,8364.0,7576.72
3627,2025-10-22,2,2,Distributor,5,936.42,0.087,631.9,304.52
3628,2025-10-22,1,7,Distributor,159,21593.71,0.011,10101.27,11492.44
3629,2025-10-22,4,12,OEM,170,9885.42,0.116,7150.2,2735.22
3630,2025-10-22,4,7,OEM,165,9638.09,0.112,6939.9,2698.19
3631,2025-10-23,5,2,Direct,43,14805.89,0.02,7811.38,6994.51
