budget_id,date_id,cc_id,product_id,budget_revenue,budget_cost,forecast_revenue,forecast_cost,scenario
1126,2025-04-01,1,1,89507.89,49078.62,87806.91,56301.03,Actual
1127,2025-04-01,1,2,145653.66,80455.83,160281.02,85675.97,Actual
1128,2025-04-01,1,3,137656.98,103409.87,149500.04,108309.01,Actual
1129,2025-04-01,1,4,96908.58,72295.7,98655.68,67151.25,Actual
1130,2025-04-01,1,5,80090.83,56910.1,81938.11,54724.71,Actual
1131,2025-04-01,2,1,120327.22,89856.82,110687.61,87711.37,Actual
1132,2025-04-01,2,2,34857.21,24862.28,32526.52,24193.81,Actual
1133,2025-04-01,2,3,90887.38,49919.05,83101.04,50479.65,Actual
1134,2025-04-01,2,4,91590.51,46377.46,79913.71,44612.08,Actual
1135,2025-04-01,2,5,51214.99,29978.22,43595.17,26690.6,Actual
1136,2025-04-01,3,1,48803.33,29261.71,51319.31,33626.66,Actual
1137,2025-04-01,3,2,95910.4,61492.58,92718.38,69730.92,Actual
1138,2025-04-01,3,3,39734.41,20638.98,42992.98,23367.41,Actual
1139,2025-04-01,3,4,29121.16,21710.21,26805.93,19993.67,Actual
1140,2025-04-01,3,5,98442.64,77557.37,90126.61,78665.04,Actual
1141,2025-04-01,4,1,53790.32,39263.09,56757.1,39459.22,Actual
1142,2025-04-01,4,2,125787.54,89793.45,142678.75,84874.73,Actual
1143,2025-04-01,4,3,82694.35,64459.8,83440.22,69696.67,Actual
1144,2025-04-01,4,4,121594.9,79247.69,113922.13,75511.0,Actual
1145,2025-04-01,4,5,111734.56,75535.77,108755.73,78197.25,Actual
1146,2025-04-01,5,1,114037.6,57035.14,114613.79,61166.07,Actual
1147,2025-04-01,5,2,50696.14,37749.0,57774.53,33795.34,Actual
1148,2025-04-01,5,3,26375.89,16550.64,28803.68,16696.26,Actual
1149,2025-04-01,5,4,52672.68,32140.83,58431.88,31911.93,Actual
1150,2025-04-01,5,5,134993.95,100245.4,127659.54,86148.34,Actual
1151,2025-04-01,6,1,136890.11,86028.79,149896.55,79411.5,Actual
1152,2025-04-01,6,2,54816.22,30752.78,51503.67,30486.44,Actual
1153,2025-04-01,6,3,91665.52,63464.77,82208.6,57498.25,Actual
1154,2025-04-01,6,4,64862.31,44068.37,62439.98,39613.16,Actual
1155,2025-04-01,6,5,145117.46,76594.6,143864.02,82513.69,Actual
1156,2025-04-01,7,1,86891.83,64882.5,77558.46,66303.28,Actual
1157,2025-04-01,7,2,131887.83,73260.15,148477.91,83574.79,Actual
1158,2025-04-01,7,3,82910.94,46699.26,75339.78,42455.21,Actual
1159,2025-04-01,7,4,113483.95,64020.56,119352.24,71239.01,Actual
1160,2025-04-01,7,5,70872.43,45901.07,80164.29,40585.95,Actual
1161,2025-04-01,8,1,32922.17,19386.26,36210.6,18099.27,Actual
1162,2025-04-01,8,2,76797.73,49198.19,71133.1,42698.45,Actual
1163,2025-04-01,8,3,122094.62,74496.81,107481.2,65717.88,Actual
1164,2025-04-01,8,4,57336.87,33728.3,57778.94,28775.11,Actual
1165,2025-04-01,8,5,107322.48,73880.19,106100.78,74176.53,Actual
1166,2025-04-01,9,1,73024.63,37470.13,70257.3,42912.1,Actual
1167,2025-04-01,9,2,40138.91,21592.56,45074.51,22576.72,Actual
1168,2025-04-01,9,3,102339.95,59256.25,116521.4,51362.43,Actual
1169,2025-04-01,9,4,101092.45,50922.06,98036.08,57677.5,Actual
1170,2025-04-01,9,5,89777.41,58801.12,96021.83,56744.88,Actual
1171,2025-04-01,10,1,133186.58,90715.32,122615.83,77947.08,Actual
1172,2025-04-01,10,2,125988.86,91972.3,141555.29,85771.23,Actual
1173,2025-04-01,10,3,72312.28,40373.44,68970.08,36509.11,Actual
1174,2025-04-01,10,4,120525.43,76902.99,126238.3,74610.36,Actual
1175,2025-04-01,10,5,136801.01,106452.73,150382.88,90870.15,Actual
1176,2025-04-01,11,1,20616.28,14118.53,20613.59,13375.6,Actual
1177,2025-04-01,11,2,93840.64,50125.23,85916.23,48513.4,Actual
1178,2025-04-01,11,3,74944.16,40567.07,78766.98,41702.85,Actual
1179,2025-04-01,11,4,103955.01,58688.52,102089.27,56974.02,Actual
1180,2025-04-01,11,5,125057.11,69461.25,124508.64,69629.34,Actual
1181,2025-04-01,12,1,54131.02,33877.9,47392.82,36902.36,Actual
1182,2025-04-01,12,2,142124.87,92198.43,152984.15,83001.53,Actual
1183,2025-04-01,12,3,53902.46,36180.01,53000.51,34427.28,Actual
1184,2025-04-01,12,4,92126.77,54109.95,98146.79,58784.3,Actual
1185,2025-04-01,12,5,51370.41,36798.73,46776.68,42227.38,Actual
1186,2025-04-01,13,1,64099.99,41506.26,66935.98,45990.64,Actual
1187,2025-04-01,13,2,56967.94,28565.85,48705.77,30130.46,Actual
1188,2025-04-01,13,3,69724.61,42351.51,74865.06,40645.98,Actual
1189,2025-04-01,13,4,32346.54,24687.97,33175.58,27486.53,Actual
1190,2025-04-01,13,5,78494.24,46142.19,71988.56,42074.98,Actual
1191,2025-04-01,14,1,82674.32,62211.76,82231.21,59333.53,Actual
1192,2025-04-01,14,2,101630.0,53402.67,89093.35,48190.71,Actual
1193,2025-04-01,14,3,144065.7,111311.35,158834.2,103300.93,Actual
1194,2025-04-01,14,4,148450.33,83691.25,133875.29,85926.03,Actual
1195,2025-04-01,14,5,110937.32,68527.18,96831.65,67084.28,Actual
1196,2025-04-01,15,1,86017.86,68124.98,89351.16,75290.63,Actual
1197,2025-04-01,15,2,56443.3,38328.67,52123.68,34272.08,Actual
1198,2025-04-01,15,3,127710.86,99306.58,138816.38,100657.98,Actual
1199,2025-04-01,15,4,50402.55,32821.16,46281.32,31732.3,Actual
1200,2025-04-01,15,5,60925.89,46666.52,51813.93,43197.22,Actual
1201,2025-05-01,1,1,136314.78,83374.92,153958.03,71483.46,Actual
1202,2025-05-01,1,2,147051.25,81444.21,134620.81,69643.14,Actual
1203,2025-05-01,1,3,42280.07,27084.19,48555.55,25015.45,Actual
1204,2025-05-01,1,4,117494.2,88832.15,131614.25,78438.97,Actual
1205,2025-05-01,1,5,77150.6,51846.04,79944.18,50282.16,Actual
1206,2025-05-01,2,1,40291.83,23640.63,35955.91,25288.17,Actual
1207,2025-05-01,2,2,142517.47,84293.94,147745.83,81062.88,Actual
1208,2025-05-01,2,3,71601.29,52609.98,70440.7,54832.96,Actual
1209,2025-05-01,2,4,34470.92,25784.88,33810.94,28821.91,Actual
1210,2025-05-01,2,5,144877.49,74757.59,157689.26,66140.65,Actual
1211,2025-05-01,3,1,137790.93,98201.03,147115.05,109060.28,Actual
1212,2025-05-01,3,2,83892.87,48313.57,90248.11,54313.76,Actual
1213,2025-05-01,3,3,80159.04,42809.11,68486.37,45177.19,Actual
1214,2025-05-01,3,4,33086.74,20095.36,35800.17,22790.14,Actual
1215,2025-05-01,3,5,38100.65,20255.98,38268.19,20983.6,Actual
1216,2025-05-01,4,1,77487.72,53680.76,86979.46,56745.53,Actual
1217,2025-05-01,4,2,138956.06,85487.25,128645.45,89093.19,Actual
1218,2025-05-01,4,3,137007.41,81342.41,126760.12,71349.8,Actual
1219,2025-05-01,4,4,125488.68,83529.16,126652.73,86682.03,Actual
1220,2025-05-01,4,5,142557.68,71598.52,149966.26,62609.29,Actual
1221,2025-05-01,5,1,37980.65,25797.55,39781.08,27510.56,Actual
1222,2025-05-01,5,2,99809.58,54151.71,95163.81,58160.18,Actual
1223,2025-05-01,5,3,51363.5,36129.3,55477.12,30860.08,Actual
1224,2025-05-01,5,4,133294.93,73973.49,125761.07,68151.27,Actual
1225,2025-05-01,5,5,122625.81,70101.62,109029.54,65831.64,Actual
1226,2025-05-01,6,1,80864.13,42796.66,86996.39,45790.12,Actual
1227,2025-05-01,6,2,56433.23,32101.48,51857.33,31111.91,Actual
1228,2025-05-01,6,3,72871.44,46746.27,79063.36,47813.64,Actual
1229,2025-05-01,6,4,78714.08,62388.14,76342.16,68090.6,Actual
1230,2025-05-01,6,5,116404.86,80654.26,112382.5,70159.91,Actual
1231,2025-05-01,7,1,22975.19,17772.3,20160.66,17359.67,Actual
1232,2025-05-01,7,2,96564.64,71651.51,82896.58,65647.91,Actual
1233,2025-05-01,7,3,117725.6,69388.89,109073.69,65224.33,Actual
1234,2025-05-01,7,4,40774.15,22953.39,36572.58,20820.52,Actual
1235,2025-05-01,7,5,95945.52,61070.58,106441.12,64589.0,Actual
1236,2025-05-01,8,1,36524.62,25475.36,31202.71,26277.2,Actual
1237,2025-05-01,8,2,53495.08,35680.39,61197.1,35340.11,Actual
1238,2025-05-01,8,3,89421.64,56275.17,82069.92,49757.48,Actual
1239,2025-05-01,8,4,68299.59,37331.26,74502.93,37509.88,Actual
1240,2025-05-01,8,5,91903.67,68873.8,85746.21,71184.07,Actual
1241,2025-05-01,9,1,82690.9,46394.85,71587.43,42585.39,Actual
1242,2025-05-01,9,2,120646.59,79145.33,129519.01,77199.67,Actual
1243,2025-05-01,9,3,106723.33,76104.7,115944.57,80825.5,Actual
1244,2025-05-01,9,4,34875.78,21582.97,31040.87,19450.56,Actual
1245,2025-05-01,9,5,69807.34,55709.68,61183.42,63290.56,Actual
1246,2025-05-01,10,1,116075.51,61151.07,131349.24,62430.84,Actual
1247,2025-05-01,10,2,145598.26,75362.74,143108.4,66669.96,Actual
1248,2025-05-01,10,3,148109.62,93629.59,156046.7,90723.04,Actual
1249,2025-05-01,10,4,94412.26,67848.27,100954.5,65196.44,Actual
1250,2025-05-01,10,5,29622.55,20061.88,33266.75,22171.5,Actual
1251,2025-05-01,11,1,86581.81,54108.48,75334.52,54649.73,Actual
1252,2025-05-01,11,2,96306.38,64504.1,94826.97,69955.95,Actual
1253,2025-05-01,11,3,118937.44,62941.19,130175.86,56285.55,Actual
1254,2025-05-01,11,4,60313.59,32882.92,64072.38,32431.77,Actual
1255,2025-05-01,11,5,55532.34,40796.83,51038.42,34918.93,Actual
1256,2025-05-01,12,1,144734.4,104804.42,165703.54,116272.73,Actual
1257,2025-05-01,12,2,54850.91,42002.03,52305.95,47863.23,Actual
1258,2025-05-01,12,3,73490.18,58623.14,73236.5,63852.25,Actual
1259,2025-05-01,12,4,52144.86,30960.36,45661.38,34358.18,Actual
1260,2025-05-01,12,5,99289.12,64333.73,91151.45,57213.23,Actual
1261,2025-05-01,13,1,38401.81,20273.27,42337.05,23085.06,Actual
1262,2025-05-01,13,2,97630.95,58926.99,105217.63,59859.67,Actual
1263,2025-05-01,13,3,36027.46,26816.96,40567.82,26994.33,Actual
1264,2025-05-01,13,4,21954.5,11204.82,21666.66,9877.84,Actual
1265,2025-05-01,13,5,58718.1,35908.61,56618.75,39432.63,Actual
1266,2025-05-01,14,1,86131.44,62520.85,82557.45,70080.0,Actual
1267,2025-05-01,14,2,92170.72,48965.55,94393.61,51655.9,Actual
1268,2025-05-01,14,3,119893.02,94278.39,117990.92,82935.5,Actual
1269,2025-05-01,14,4,33682.93,22792.26,30111.99,24038.04,Actual
1270,2025-05-01,14,5,76506.27,38553.85,84438.74,38965.59,Actual
1271,2025-05-01,15,1,81220.28,59972.67,88827.53,63017.79,Actual
1272,2025-05-01,15,2,147919.92,96217.82,158589.06,99507.83,Actual
1273,2025-05-01,15,3,53682.4,32222.66,48770.77,30789.37,Actual
1274,2025-05-01,15,4,20263.06,13259.91,19013.87,12910.61,Actual
1275,2025-05-01,15,5,112030.79,75731.76,111525.49,69087.23,Actual
1276,2025-06-01,1,1,106961.25,67496.98,92401.73,65649.26,Actual
1277,2025-06-01,1,2,140707.95,89153.16,148255.12,82284.66,Actual
1278,2025-06-01,1,3,127693.67,69471.76,114050.89,60510.64,Actual
1279,2025-06-01,1,4,110550.4,64492.17,114778.57,63033.42,Actual
1280,2025-06-01,1,5,54449.66,41016.53,62245.24,36455.5,Actual
1281,2025-06-01,2,1,118763.26,70136.03,115053.59,79459.12,Actual
1282,2025-06-01,2,2,143087.63,82336.19,164276.62,83613.54,Actual
1283,2025-06-01,2,3,98844.56,52998.79,92703.69,53828.65,Actual
1284,2025-06-01,2,4,51728.84,40330.59,44121.26,42385.55,Actual
1285,2025-06-01,2,5,70807.52,41856.53,72987.44,40440.74,Actual
1286,2025-06-01,3,1,30564.67,15283.4,32942.96,14928.99,Actual
1287,2025-06-01,3,2,132374.94,76361.98,131882.89,68104.99,Actual
1288,2025-06-01,3,3,115186.58,63405.39,114626.47,60000.03,Actual
1289,2025-06-01,3,4,129269.12,88692.96,113747.46,96325.4,Actual
1290,2025-06-01,3,5,87262.42,49333.74,97419.49,54724.53,Actual
1291,2025-06-01,4,1,43742.94,29842.31,48394.78,31655.36,Actual
1292,2025-06-01,4,2,139538.06,86446.45,124933.6,74126.64,Actual
1293,2025-06-01,4,3,97918.58,56556.8,108209.8,58286.08,Actual
1294,2025-06-01,4,4,123380.08,78537.95,137786.74,86308.85,Actual
1295,2025-06-01,4,5,114960.07,74257.46,106457.62,71736.19,Actual
1296,2025-06-01,5,1,127367.92,81911.15,110203.6,80011.39,Actual
1297,2025-06-01,5,2,20945.36,12952.76,21744.21,11166.81,Actual
1298,2025-06-01,5,3,125945.26,87477.15,141763.12,97921.38,Actual
1299,2025-06-01,5,4,132823.55,99757.15,143308.34,107512.99,Actual
1300,2025-06-01,5,5,71920.63,42039.06,65695.3,39303.92,Actual
1301,2025-06-01,6,1,68215.69,42037.87,76756.2,46697.91,Actual
1302,2025-06-01,6,2,53531.48,29348.66,51153.13,32959.99,Actual
1303,2025-06-01,6,3,142764.58,72421.15,138832.15,62375.93,Actual
1304,2025-06-01,6,4,52896.32,41137.09,58282.48,40724.59,Actual
1305,2025-06-01,6,5,142855.13,78846.0,133923.82,88895.42,Actual
1306,2025-06-01,7,1,64310.12,47371.73,67056.34,49178.45,Actual
1307,2025-06-01,7,2,72965.07,52383.04,64193.38,57219.8,Actual
1308,2025-06-01,7,3,50345.25,34210.89,57295.22,33239.88,Actual
1309,2025-06-01,7,4,107499.44,70267.2,109062.55,74993.78,Actual
1310,2025-06-01,7,5,77823.71,39735.49,78494.14,43688.72,Actual
1311,2025-06-01,8,1,131739.19,92661.31,113560.71,83693.88,Actual
1312,2025-06-01,8,2,96554.73,57623.23,105882.34,51397.81,Actual
1313,2025-06-01,8,3,101814.98,80188.13,109241.36,82859.57,Actual
1314,2025-06-01,8,4,83569.18,60463.17,89453.19,65910.61,Actual
1315,2025-06-01,8,5,96684.02,72563.25,82221.67,74813.66,Actual
1316,2025-06-01,9,1,54437.71,33895.46,60704.71,34683.32,Actual
1317,2025-06-01,9,2,80065.77,60433.51,72985.96,57575.39,Actual
1318,2025-06-01,9,3,100852.33,66933.11,91790.31,63118.84,Actual
1319,2025-06-01,9,4,132371.42,71953.83,134469.99,65333.25,Actual
1320,2025-06-01,9,5,62022.76,37819.06,67039.82,38606.5,Actual
1321,2025-06-01,10,1,84640.65,60812.36,95364.62,66464.3,Actual
1322,2025-06-01,10,2,87336.21,68091.48,75271.59,72203.62,Actual
1323,2025-06-01,10,3,134900.0,84015.69,138091.81,94776.59,Actual
1324,2025-06-01,10,4,114897.53,89471.81,103572.94,78365.28,Actual
1325,2025-06-01,10,5,143767.04,92385.48,157488.87,99668.17,Actual
1326,2025-06-01,11,1,39046.36,22592.4,42022.16,23844.38,Actual
1327,2025-06-01,11,2,64767.65,38975.25,67097.77,37183.77,Actual
1328,2025-06-01,11,3,28818.85,22496.09,26849.11,20532.27,Actual
1329,2025-06-01,11,4,133651.56,95250.28,142471.46,81235.4,Actual
1330,2025-06-01,11,5,81212.16,56174.21,74063.26,51591.77,Actual
1331,2025-06-01,12,1,52769.32,29568.21,51710.93,33262.95,Actual
1332,2025-06-01,12,2,36319.3,27157.61,38940.19,29199.79,Actual
1333,2025-06-01,12,3,125709.13,90815.11,131496.96,99536.62,Actual
1334,2025-06-01,12,4,114963.56,78608.8,125986.87,76148.92,Actual
1335,2025-06-01,12,5,78933.7,60511.18,71921.39,69138.63,Actual
1336,2025-06-01,13,1,143965.45,75430.76,131939.26,83333.23,Actual
1337,2025-06-01,13,2,144932.75,93829.2,142418.28,81081.2,Actual
1338,2025-06-01,13,3,25443.39,19163.31,23109.74,19157.69,Actual
1339,2025-06-01,13,4,50792.0,29523.85,53657.74,25319.46,Actual
1340,2025-06-01,13,5,46778.7,37073.62,44512.16,32417.4,Actual
1341,2025-06-01,14,1,56625.75,42026.21,49613.75,38040.66,Actual
1342,2025-06-01,14,2,63813.67,36967.25,61872.18,38364.54,Actual
1343,2025-06-01,14,3,43022.35,32851.61,41790.39,37237.38,Actual
1344,2025-06-01,14,4,100055.17,65044.95,95167.22,72736.27,Actual
1345,2025-06-01,14,5,139644.8,78807.48,129110.58,82015.67,Actual
1346,2025-06-01,15,1,77527.95,53183.85,78996.33,57966.11,Actual
1347,2025-06-01,15,2,149295.85,93776.0,152471.39,84789.78,Actual
1348,2025-06-01,15,3,84842.19,64414.92,74835.26,55828.03,Actual
1349,2025-06-01,15,4,43610.19,21829.07,38631.06,21917.32,Actual
1350,2025-06-01,15,5,120000.92,74833.04,132190.43,69482.9,Actual
1351,2025-07-01,1,1,47339.32,37743.54,48363.42,41937.31,Actual
1352,2025-07-01,1,2,135161.27,82140.93,140124.69,87889.34,Actual
1353,2025-07-01,1,3,145073.04,78683.95,152432.46,87344.32,Actual
1354,2025-07-01,1,4,33402.88,24784.52,30982.45,22492.24,Actual
1355,2025-07-01,1,5,79606.2,42612.86,78103.83,37125.14,Actual
1356,2025-07-01,2,1,114173.67,82632.22,103864.18,87813.41,Actual
1357,2025-07-01,2,2,51596.27,26787.14,47812.33,28142.12,Actual
1358,2025-07-01,2,3,48124.87,36722.67,49338.75,38767.68,Actual
1359,2025-07-01,2,4,86358.53,59421.55,87605.11,54012.93,Actual
1360,2025-07-01,2,5,58486.12,36594.44,50306.43,35052.82,Actual
1361,2025-07-01,3,1,128815.61,86852.54,110647.18,93627.86,Actual
1362,2025-07-01,3,2,115264.41,68848.96,117443.81,73976.65,Actual
1363,2025-07-01,3,3,129290.55,87777.74,118449.25,100172.36,Actual
1364,2025-07-01,3,4,79741.28,44943.26,81611.99,38234.68,Actual
1365,2025-07-01,3,5,144504.19,94075.88,146502.89,82759.7,Actual
1366,2025-07-01,4,1,110002.17,68390.11,115071.33,60471.7,Actual
1367,2025-07-01,4,2,47359.08,32390.69,47073.8,29558.98,Actual
1368,2025-07-01,4,3,140424.56,71284.24,135927.15,62163.4,Actual
1369,2025-07-01,4,4,99239.14,51013.28,106543.4,55300.8,Actual
1370,2025-07-01,4,5,136671.2,82076.82,128681.2,83193.7,Actual
1371,2025-07-01,5,1,132094.07,83300.64,124160.97,93490.39,Actual
1372,2025-07-01,5,2,86835.52,52711.23,80396.9,57701.15,Actual
1373,2025-07-01,5,3,45911.94,36604.37,39729.99,40915.14,Actual
1374,2025-07-01,5,4,87846.37,53195.29,84852.09,57225.75,Actual
1375,2025-07-01,5,5,66494.04,52718.7,65457.69,56622.49,Actual
1376,2025-07-01,6,1,50403.0,26085.04,56094.13,23643.29,Actual
1377,2025-07-01,6,2,63211.01,50412.89,54742.52,54160.58,Actual
1378,2025-07-01,6,3,29973.22,21514.26,33765.1,20342.54,Actual
1379,2025-07-01,6,4,43010.31,28432.64,39594.05,27702.6,Actual
1380,2025-07-01,6,5,45277.29,31900.41,39856.46,34328.69,Actual
1381,2025-07-01,7,1,117858.52,66730.4,103419.13,69262.99,Actual
1382,2025-07-01,7,2,117296.66,62965.03,109916.71,63160.29,Actual
1383,2025-07-01,7,3,115956.74,82074.25,101762.07,69958.76,Actual
1384,2025-07-01,7,4,130123.52,76338.5,143606.61,81514.18,Actual
1385,2025-07-01,7,5,48043.06,29566.63,51093.79,33144.99,Actual
1386,2025-07-01,8,1,79940.25,55744.61,82401.74,50170.38,Actual
1387,2025-07-01,8,2,42441.79,21703.24,47411.76,18877.67,Actual
1388,2025-07-01,8,3,125673.85,84099.48,117916.85,90543.18,Actual
1389,2025-07-01,8,4,142019.78,74672.06,122850.01,81315.62,Actual
1390,2025-07-01,8,5,117033.73,66250.27,126857.91,62304.75,Actual
1391,2025-07-01,9,1,74846.01,48921.17,65085.93,45370.84,Actual
1392,2025-07-01,9,2,122136.47,88916.31,129291.7,82647.13,Actual
1393,2025-07-01,9,3,148927.2,88680.99,140990.1,78942.07,Actual
1394,2025-07-01,9,4,28034.03,16106.96,24661.25,14792.71,Actual
1395,2025-07-01,9,5,130940.93,75518.25,114179.75,83169.21,Actual
1396,2025-07-01,10,1,65711.45,43049.47,66395.88,43442.42,Actual
1397,2025-07-01,10,2,101506.58,75355.62,108847.76,66701.41,Actual
1398,2025-07-01,10,3,69429.3,45085.62,61338.39,49055.92,Actual
1399,2025-07-01,10,4,80547.27,59245.68,85275.76,66354.41,Actual
1400,2025-07-01,10,5,53746.39,32331.55,54947.94,35224.69,Actual
1401,2025-07-01,11,1,134650.88,79148.71,146605.14,85548.03,Actual
1402,2025-07-01,11,2,97752.79,67797.15,110595.26,65138.16,Actual
1403,2025-07-01,11,3,60701.48,47344.29,54519.61,49917.7,Actual
1404,2025-07-01,11,4,43884.58,27712.34,39010.65,25207.9,Actual
1405,2025-07-01,11,5,41837.34,22732.39,37760.61,20987.06,Actual
1406,2025-07-01,12,1,123426.72,63524.19,126728.35,61630.48,Actual
1407,2025-07-01,12,2,75497.37,37860.95,65448.74,38148.95,Actual
1408,2025-07-01,12,3,149534.75,89991.67,164898.17,77051.69,Actual
1409,2025-07-01,12,4,44730.74,22570.75,45401.36,21923.83,Actual
1410,2025-07-01,12,5,104038.39,52373.7,109564.41,49153.89,Actual
1411,2025-07-01,13,1,89627.13,54415.59,82925.63,58629.82,Actual
1412,2025-07-01,13,2,35869.35,23943.05,35315.67,23292.9,Actual
1413,2025-07-01,13,3,141948.71,78156.78,137364.8,89143.8,Actual
1414,2025-07-01,13,4,40366.54,23463.94,45141.79,20274.42,Actual
1415,2025-07-01,13,5,127204.41,99336.17,135909.63,90056.37,Actual
1416,2025-07-01,14,1,95491.71,58765.85,87598.54,61274.34,Actual
1417,2025-07-01,14,2,133273.86,78652.47,116666.25,89084.34,Actual
1418,2025-07-01,14,3,146799.51,107976.97,164637.65,105477.64,Actual
1419,2025-07-01,14,4,100272.45,51055.72,85314.6,46098.88,Actual
1420,2025-07-01,14,5,138795.93,99178.06,127068.08,99896.95,Actual
1421,2025-07-01,15,1,103493.52,59166.17,115542.98,66705.76,Actual
1422,2025-07-01,15,2,71777.37,51255.31,66403.91,56871.84,Actual
1423,2025-07-01,15,3,34439.55,26460.78,38017.78,29350.91,Actual
1424,2025-07-01,15,4,118179.18,74277.51,113123.36,64141.0,Actual
1425,2025-07-01,15,5,127537.98,84175.01,118628.57,86907.54,Actual
1426,2025-08-01,1,1,83915.18,53580.8,91120.98,53392.6,Actual
1427,2025-08-01,1,2,108528.42,64195.72,119966.43,57028.96,Actual
1428,2025-08-01,1,3,106312.56,62018.89,119034.57,55036.41,Actual
1429,2025-08-01,1,4,100405.03,54967.58,90388.95,50097.36,Actual
1430,2025-08-01,1,5,22338.88,11901.47,24258.95,11539.13,Actual
1431,2025-08-01,2,1,66437.93,45656.98,64784.12,48419.14,Actual
1432,2025-08-01,2,2,109903.14,66069.56,100322.69,75067.53,Actual
1433,2025-08-01,2,3,66924.19,51069.51,76131.77,56065.9,Actual
1434,2025-08-01,2,4,103857.59,82912.21,103571.4,93983.62,Actual
1435,2025-08-01,2,5,27660.5,21162.14,24505.95,23225.05,Actual
1436,2025-08-01,3,1,113749.33,83047.62,130268.31,72501.25,Actual
1437,2025-08-01,3,2,133392.85,104325.19,148043.5,91777.38,Actual
1438,2025-08-01,3,3,51033.98,39809.14,52700.95,41999.56,Actual
1439,2025-08-01,3,4,70622.97,36307.4,77713.05,37720.25,Actual
1440,2025-08-01,3,5,36584.84,25675.36,38554.16,24328.17,Actual
1441,2025-08-01,4,1,85012.0,62644.74,79812.01,68401.54,Actual
1442,2025-08-01,4,2,105171.95,53296.04,102088.19,48513.43,Actual
1443,2025-08-01,4,3,107980.99,71859.7,118884.97,72433.6,Actual
1444,2025-08-01,4,4,112737.62,62024.35,104076.29,69072.47,Actual
1445,2025-08-01,4,5,146275.14,114328.75,165360.61,110895.88,Actual
1446,2025-08-01,5,1,141992.56,101273.8,139213.88,108015.62,Actual
1447,2025-08-01,5,2,84577.3,56586.97,76348.49,64431.11,Actual
1448,2025-08-01,5,3,52582.31,32416.49,58477.17,36620.62,Actual
1449,2025-08-01,5,4,57342.78,30622.57,65611.66,34179.14,Actual
1450,2025-08-01,5,5,41120.64,24445.15,37605.23,24689.59,Actual
1451,2025-08-01,6,1,23479.22,17709.01,25745.52,18230.04,Actual
1452,2025-08-01,6,2,54360.71,32124.34,62026.55,28835.17,Actual
1453,2025-08-01,6,3,59934.37,44276.42,58388.89,39608.04,Actual
1454,2025-08-01,6,4,101211.79,68392.32,100679.96,69444.93,Actual
1455,2025-08-01,6,5,34383.84,27217.19,39092.5,31021.46,Actual
1456,2025-08-01,7,1,102216.42,73448.07,94805.33,80362.01,Actual
1457,2025-08-01,7,2,87380.85,54361.29,96564.98,46289.28,Actual
1458,2025-08-01,7,3,87164.69,52136.12,86906.95,52663.19,Actual
1459,2025-08-01,7,4,56080.94,28394.78,61664.85,29821.43,Actual
1460,2025-08-01,7,5,85155.44,48496.85,81139.02,53795.55,Actual
1461,2025-08-01,8,1,125768.79,85583.71,129421.03,77287.99,Actual
1462,2025-08-01,8,2,97123.41,66024.07,97592.81,72358.95,Actual
1463,2025-08-01,8,3,72779.14,47183.22,74613.47,42165.6,Actual
1464,2025-08-01,8,4,127864.69,90781.62,131132.82,77639.21,Actual
1465,2025-08-01,8,5,125425.55,83413.84,122396.16,81568.03,Actual
1466,2025-08-01,9,1,113859.71,68745.49,106078.16,58443.36,Actual
1467,2025-08-01,9,2,81857.38,59900.08,80045.97,54249.22,Actual
1468,2025-08-01,9,3,141240.74,88333.14,124067.79,79544.3,Actual
1469,2025-08-01,9,4,76261.26,42048.1,68850.77,36125.89,Actual
1470,2025-08-01,9,5,58005.61,39174.01,62388.24,39001.48,Actual
1471,2025-08-01,10,1,92062.87,60935.57,98837.09,69937.06,Actual
1472,2025-08-01,10,2,140123.66,87565.22,138634.61,95677.31,Actual
1473,2025-08-01,10,3,78203.88,62532.14,87475.62,67819.62,Actual
1474,2025-08-01,10,4,143332.48,74853.47,132605.33,80962.56,Actual
1475,2025-08-01,10,5,69929.73,46202.38,79732.2,48259.89,Actual
1476,2025-08-01,11,1,148177.01,89043.49,162458.76,83901.76,Actual
1477,2025-08-01,11,2,132226.48,103194.93,116610.3,96261.97,Actual
1478,2025-08-01,11,3,119369.79,82692.01,103875.29,81158.49,Actual
1479,2025-08-01,11,4,105149.06,53746.74,99237.44,46755.48,Actual
1480,2025-08-01,11,5,51081.52,36764.12,45294.76,37280.41,Actual
1481,2025-08-01,12,1,69775.5,55146.25,76397.3,48414.19,Actual
1482,2025-08-01,12,2,73720.72,58390.67,69229.39,55219.0,Actual
1483,2025-08-01,12,3,117008.01,72040.59,115986.75,79816.39,Actual
1484,2025-08-01,12,4,110375.28,68930.87,124224.07,66348.98,Actual
1485,2025-08-01,12,5,75247.37,44704.74,68007.78,41020.51,Actual
1486,2025-08-01,13,1,47731.99,27606.62,42765.3,26349.14,Actual
1487,2025-08-01,13,2,89405.09,61897.93,96410.08,57606.23,Actual
1488,2025-08-01,13,3,72406.79,49007.67,63708.97,46134.07,Actual
1489,2025-08-01,13,4,80630.85,48947.42,81016.3,52662.17,Actual
1490,2025-08-01,13,5,106127.64,72806.37,99087.49,77597.2,Actual
1491,2025-08-01,14,1,123596.34,70469.64,109860.24,71711.7,Actual
1492,2025-08-01,14,2,54905.62,32122.4,46792.55,36061.61,Actual
